latitude,longitude,altitude
-17.92703,133.71389,267
-17.92853,133.71395,263.4
-17.94654,133.71381,264.5
-17.94672,133.7138,265.5
-17.96126,133.71367,263.2
-17.97112,133.71344,264.6
-17.9726,133.71337,265
-17.97383,133.71324,265.8
-17.97509,133.71305,267.8
-17.97615,133.71285,269.1
-17.98152,133.71155,272.6
-17.98299,133.71128,269.3
-17.98469,133.71108,267.9
-17.98639,133.711,270.4
-17.98741,133.71099,268.6
-18.02659,133.71103,275.1
-18.02794,133.71105,279
-18.02967,133.7112,280.2
-18.09335,133.72029,274.8
-18.09353,133.72031,275.5
-18.10202,133.72152,284.6
-18.10252,133.7216,284.8
-18.129,133.72538,287.4
-18.12905,133.72538,287.3
-18.13011,133.72554,288.5
-18.13393,133.72605,289.9
-18.13411,133.72608,289.8
-18.13519,133.72619,287
-18.13548,133.72621,286.6
-18.13603,133.72623,286
-18.13657,133.72623,286
-18.13701,133.72622,286
-18.13761,133.72619,286.2
-18.13821,133.72614,287.3
-18.14003,133.7259,286.2
-18.15054,133.72437,293.9
-18.15058,133.72436,293.8
-18.15707,133.72342,288.5
-18.15884,133.72319,287.7
-18.16058,133.72304,292.1
-18.16215,133.72295,291.5
-18.1622,133.72294,291.6
-18.16394,133.7229,293.2
-18.16624,133.72293,293.2
-18.16646,133.72295,293.3
-18.16768,133.72301,294.5
-18.16967,133.72318,300.4
-18.16969,133.72318,300.5
-18.17078,133.72328,298.6
-18.17542,133.72377,299.3
-18.17547,133.72377,299.1
-18.17665,133.72389,294.4
-18.17667,133.7239,294.3
-18.18121,133.72438,288.9
-18.18312,133.72463,285.5
-18.18386,133.72474,286.2
-18.18631,133.72522,294.4
-18.18669,133.72528,295.7
-18.18698,133.7253,296.5
-18.18825,133.72555,300
-18.18841,133.72559,300.1
-18.19083,133.72608,305
-18.1909,133.72609,305.1
-18.20124,133.72815,300.7
-18.20253,133.72842,298.9
-18.20332,133.72861,298
-18.20715,133.72962,297.2
-18.20728,133.72965,297
-18.21653,133.73209,298.7
-18.21715,133.73227,298.7
-18.21769,133.73244,298.1
-18.2187,133.73279,298.7
-18.21881,133.73284,299.2
-18.21971,133.7332,299.5
-18.22024,133.73345,298.9
-18.22118,133.73392,298.6
-18.22228,133.73455,300.2
-18.22304,133.73504,299.6
-18.22381,133.73556,300.1
-18.2245,133.73609,299.4
-18.22546,133.73688,298.2
-18.22621,133.73757,297.1
-18.22715,133.73851,298.7
-18.22812,133.73959,295
-18.22856,133.74006,293.7
-18.22868,133.7402,294
-18.23933,133.75182,303.2
-18.24063,133.75327,302.9
-18.24227,133.75503,298.2
-18.243,133.75572,296.6
-18.24348,133.75611,295
-18.24385,133.75639,292.9
-18.24443,133.7568,291.1
-18.24461,133.75692,290.5
-18.24506,133.75719,289.1
-18.24518,133.75727,288.4
-18.25872,133.76411,266.4
-18.25992,133.7647,269.1
-18.26081,133.76516,266.1
-18.28384,133.77675,269.6
-18.28385,133.77675,269.6
-18.2944,133.78207,273.8
-18.29624,133.78298,276.8
-18.29635,133.78303,277.2
-18.31126,133.79056,265.8
-18.31138,133.79063,266
-18.31186,133.79086,265.8
-18.31437,133.79219,264.8
-18.31525,133.79271,261.4
-18.31826,133.7947,262.7
-18.32055,133.79629,261.8
-18.3259,133.7998,262.2
-18.32615,133.79998,262.8
-18.32833,133.80142,261.2
-18.32848,133.80153,260.9
-18.3309,133.80316,268.6
-18.33105,133.80327,268.1
-18.33334,133.8048,260.5
-18.33615,133.80674,263.6
-18.33621,133.80677,263.5
-18.34355,133.81167,265.7
-18.34407,133.81205,265.6
-18.35697,133.82067,274.9
-18.3576,133.82122,275.4
-18.35809,133.82178,278.3
-18.35815,133.82184,278.3
-18.35861,133.82253,277.3
-18.36122,133.82857,276.8
-18.36152,133.82916,275.5
-18.36186,133.8297,277.9
-18.36188,133.82971,278
-18.36223,133.83014,279.7
-18.36227,133.8302,280
-18.36271,133.83064,283.3
-18.36518,133.83262,296.4
-18.36532,133.83274,296.8
-18.36719,133.83424,304.7
-18.36762,133.83456,305.5
-18.36768,133.83462,305.7
-18.36823,133.83495,307.5
-18.36881,133.83522,310.1
-18.37962,133.83878,319.5
-18.3797,133.8388,319.6
-18.41716,133.85123,321.6
-18.4172,133.85124,321.5
-18.41974,133.85207,325
-18.42101,133.85246,322.5
-18.42341,133.85312,325.1
-18.4248,133.85348,327.6
-18.42559,133.85361,328.8
-18.42621,133.85366,329.8
-18.44707,133.85483,324.5
-18.4477,133.85493,323.7
-18.44832,133.8551,320.1
-18.44892,133.85533,322.4
-18.44951,133.85561,321.9
-18.45136,133.85669,318.4
-18.45191,133.85703,321.7
-18.45212,133.85718,323
-18.45249,133.85748,324.9
-18.45291,133.85788,323.4
-18.45313,133.85815,323.2
-18.45334,133.85839,322.8
-18.45367,133.8589,320.3
-18.4537,133.85894,320.1
-18.45401,133.85954,316.2
-18.45434,133.86013,310.9
-18.45472,133.86069,307.1
-18.4548,133.86077,306.7
-18.45519,133.86121,303.9
-18.4557,133.86166,302.8
-18.45645,133.86217,302.1
-18.45725,133.86267,301.2
-18.4574,133.86277,300.5
-18.45998,133.86438,297.7
-18.46205,133.86558,295.5
-18.46268,133.86593,297.1
-18.46477,133.86713,298.5
-18.46532,133.86739,299.6
-18.46591,133.86763,300.7
-18.46651,133.86781,301.8
-18.46712,133.86794,303
-18.46775,133.86802,303.2
-18.46838,133.86806,301.8
-18.469,133.86804,303
-18.47601,133.86759,305.7
-18.47659,133.86757,304.9
-18.47719,133.86759,305.1
-18.47779,133.86765,305.2
-18.47824,133.86773,304.9
-18.47839,133.86775,305
-18.48037,133.86822,310.7
-18.48097,133.86834,311.7
-18.48158,133.86843,310.2
-18.48219,133.86847,312.4
-18.48279,133.86846,314.9
-18.48428,133.86835,323.5
-18.48483,133.8683,326.1
-18.48547,133.86829,326.3
-18.48607,133.86834,326.6
-18.48611,133.86834,326.7
-18.48674,133.86843,328.1
-18.48738,133.86859,328.8
-18.488,133.8688,330.9
-18.48861,133.86905,331.9
-18.4892,133.86936,329.9
-18.491,133.87051,328.4
-18.49152,133.87082,326.5
-18.49205,133.87105,325.8
-18.49268,133.87128,324.5
-18.49324,133.87145,322.5
-18.49677,133.8722,323.2
-18.49746,133.87241,322.3
-18.49904,133.87281,320.9
-18.5003,133.87324,318.5
-18.50236,133.8741,320.3
-18.5039,133.87488,318.4
-18.50474,133.87535,320.1
-18.50482,133.8754,320
-18.5049,133.87544,320
-18.50555,133.87584,318.3
-18.50627,133.87632,314.7
-18.50696,133.87682,313.5
-18.50761,133.87731,312.6
-18.50766,133.87736,312.3
-18.50836,133.8779,308.1
-18.51861,133.88708,296.3
-18.51926,133.88763,295.2
-18.51932,133.88767,295.1
-18.51976,133.88802,294.6
-18.52026,133.8884,294.2
-18.52078,133.88878,294.2
-18.5213,133.88914,295.9
-18.522,133.88958,294
-18.52215,133.88968,293.4
-18.52234,133.88979,292.7
-18.5225,133.88989,292.1
-18.5234,133.89041,294.1
-18.53887,133.89832,308.3
-18.53946,133.89865,308.8
-18.53962,133.89873,308.5
-18.5541,133.90682,318.8
-18.55553,133.90758,318.8
-18.55957,133.90946,316.2
-18.56067,133.91003,308.3
-18.56185,133.91071,305.3
-18.56221,133.91094,305.1
-18.56306,133.91146,301.1
-18.56392,133.91203,300
-18.56496,133.91278,297.8
-18.56631,133.91382,298
-18.57193,133.91842,306.7
-18.57252,133.91895,307.3
-18.57298,133.91931,307.6
-18.57346,133.91966,307.4
-18.57394,133.91999,307.7
-18.57444,133.9203,310.1
-18.57498,133.9206,311.5
-18.57554,133.92088,309.6
-18.58278,133.92402,304.4
-18.58916,133.92687,303.8
-18.58933,133.92694,304.2
-18.59226,133.92826,301.6
-18.59253,133.92839,301.1
-18.59271,133.92844,301.5
-18.59277,133.92845,301.6
-18.59291,133.92845,301.9
-18.5931,133.92848,302.3
-18.59323,133.92852,302.6
-18.59383,133.9288,301.4
-18.594,133.92887,301.2
-18.59402,133.92889,301.2
-18.5946,133.92915,301
-18.59507,133.92935,300.8
-18.59524,133.92943,301
-18.59771,133.93051,300.2
-18.59821,133.93074,300.1
-18.59997,133.93151,296.8
-18.60001,133.93152,296.7
-18.60192,133.93237,302.4
-18.60283,133.93275,301.5
-18.60899,133.93548,293.7
-18.61061,133.93626,292.9
-18.61736,133.93983,298.7
-18.61874,133.94058,297.3
-18.62414,133.94343,303.4
-18.63671,133.94969,304.6
-18.63672,133.94969,304.6
-18.69026,133.97626,309.5
-18.69293,133.97761,309.4
-18.69404,133.97814,310
-18.69492,133.97859,310.7
-18.69556,133.97895,310.3
-18.70013,133.9813,309.5
-18.70044,133.98147,309.4
-18.70545,133.98403,313.1
-18.70545,133.98404,313.1
-18.71839,133.99073,320.7
-18.71913,133.9911,318.4
-18.72717,133.99526,319.8
-18.73205,133.99757,313.9
-18.73304,133.99806,313.2
-18.745,134.00372,306.5
-18.7455,134.00397,307.5
-18.7461,134.0043,307.1
-18.74625,134.0044,306.7
-18.74652,134.00456,306.1
-18.74747,134.00522,307.8
-18.74792,134.00558,306.7
-18.74844,134.00603,305.6
-18.74938,134.00696,305.5
-18.74996,134.00762,305
-18.75032,134.00807,305
-18.75572,134.01559,306.9
-18.75661,134.01672,309.1
-18.75682,134.01694,309.4
-18.7575,134.01762,308
-18.75787,134.01796,307.4
-18.75838,134.0184,306.7
-18.75933,134.01909,304.9
-18.75937,134.01911,304.9
-18.76061,134.01988,307.2
-18.76193,134.02048,306.8
-18.76337,134.0211,307.2
-18.76341,134.02112,307.1
-18.7762,134.02675,309.6
-18.77705,134.02708,309.3
-18.77774,134.02733,308.5
-18.77819,134.02748,308.9
-18.77911,134.02775,304.2
-18.78873,134.03013,297.2
-18.79089,134.03064,300.1
-18.79171,134.03085,300.7
-18.79194,134.03092,299.4
-18.79217,134.03101,298.3
-18.79219,134.03102,298.2
-18.79237,134.03108,297.6
-18.79277,134.03125,298.8
-18.79325,134.03148,300.9
-18.79534,134.0326,301.5
-18.80631,134.03861,300.4
-18.808,134.03951,302.5
-18.82237,134.04737,300.5
-18.82245,134.04742,300.7
-18.83841,134.05605,308.6
-18.83857,134.05613,309.5
-18.88079,134.07891,292.3
-18.88377,134.08066,291.1
-18.88552,134.08179,290.9
-18.88718,134.0829,286.7
-18.88908,134.08422,287.8
-18.89131,134.08585,292.6
-18.89235,134.08667,293
-18.8948,134.08867,291.4
-18.89483,134.0887,291.3
-18.89557,134.08935,291.7
-18.89631,134.08998,293.5
-18.89694,134.09054,294.5
-18.89877,134.09222,297.8
-18.89945,134.09291,296.2
-18.89969,134.09314,293.6
-18.9018,134.09525,294.6
-18.90245,134.09593,294.8
-18.90273,134.09621,294.8
-18.90307,134.09661,293.1
-18.90325,134.09684,292.5
-18.90346,134.09709,292.9
-18.90384,134.09764,293.7
-18.90405,134.09797,292.3
-18.90463,134.09905,294.9
-18.90478,134.09942,295.4
-18.90504,134.10023,294.5
-18.90521,134.10082,293.3
-18.90591,134.10342,298.9
-18.90614,134.10441,296.8
-18.90649,134.10569,301.4
-18.90656,134.10597,303.7
-18.90687,134.10704,310.9
-18.90717,134.10825,315.1
-18.90732,134.10881,318.6
-18.90751,134.10934,321.8
-18.9077,134.10983,321.4
-18.90772,134.10986,321.4
-18.90789,134.11027,322.4
-18.90832,134.11116,326.2
-18.90849,134.11143,326.8
-18.90885,134.11194,327.2
-18.90926,134.11245,328.6
-18.90975,134.113,329.6
-18.91014,134.11336,330.2
-18.91061,134.11376,331.9
-18.91134,134.11427,333.8
-18.91189,134.11462,333.4
-18.91192,134.11463,333.4
-18.91265,134.115,336.4
-18.91307,134.11516,337.4
-18.91354,134.11532,337.6
-18.91435,134.11556,336.5
-18.91478,134.11566,336.2
-18.91522,134.11573,337
-18.91579,134.11579,339.6
-18.92134,134.11658,341.2
-18.92232,134.11677,341.4
-18.92281,134.11689,342.5
-18.92357,134.11711,343.3
-18.92588,134.11787,345.5
-18.92795,134.11861,345.6
-18.92875,134.11886,346.5
-18.92951,134.11907,347.2
-18.9297,134.11911,347.2
-18.93007,134.11922,346.8
-18.93139,134.1195,345.4
-18.9322,134.11962,342.4
-18.93611,134.12026,349.7
-18.93692,134.12037,351.6
-18.93754,134.12048,352.2
-18.9389,134.12076,354.4
-18.93925,134.12086,355.7
-18.93946,134.12091,355
-18.93977,134.12101,353.7
-18.94001,134.12108,352.7
-18.94085,134.12136,354.4
-18.94231,134.1219,353.4
-18.9431,134.12222,351.8
-18.94349,134.12236,351.3
-18.94388,134.12252,351
-18.94424,134.1227,351.1
-18.94459,134.12289,352.1
-18.9451,134.12322,352.3
-18.94552,134.12353,350.8
-18.94608,134.12401,347.9
-18.94669,134.12463,346.6
-18.94775,134.12586,345.8
-18.94791,134.12606,345.9
-18.94871,134.12699,345.9
-18.94918,134.12746,345.1
-18.94954,134.12778,344
-18.94988,134.12806,344.3
-18.9507,134.12866,342.9
-18.95115,134.12894,341.2
-18.95158,134.12917,342.6
-18.95213,134.12943,342.6
-18.95271,134.12972,340.5
-18.95306,134.12988,339.6
-18.95331,134.12998,339.1
-18.95366,134.13014,339
-18.95382,134.13022,338.9
-18.95562,134.13106,338.7
-18.95723,134.13184,336.1
-18.95768,134.132,336.4
-18.95874,134.1325,335.5
-18.95898,134.1326,335.8
-18.96047,134.13331,332.6
-18.96154,134.13379,330.7
-18.96241,134.13422,326.3
-18.96328,134.13462,327.4
-18.96425,134.13503,325.5
-18.96482,134.13531,327.2
-18.96877,134.13706,317.1
-18.96929,134.13736,316.2
-18.96979,134.13762,314.6
-18.97027,134.13784,314.4
-18.97043,134.13792,314.5
-18.97098,134.13817,314.1
-18.97154,134.13847,313.5
-18.97207,134.13879,313.1
-18.97261,134.13913,312
-18.97313,134.13948,311.3
-18.97364,134.13985,310.6
-18.97498,134.14095,308.7
-18.97547,134.14132,307.1
-18.976,134.14167,307.2
-18.97656,134.14199,307
-18.97714,134.14227,304.5
-18.97724,134.1423,304.1
-18.97775,134.1425,303
-18.97832,134.14267,303
-18.97895,134.14281,300.5
-18.97957,134.14291,299.3
-18.9802,134.14295,299.5
-18.98083,134.14296,301
-18.98146,134.14292,300.3
-18.98954,134.14167,296.9
-18.98972,134.14165,297.3
-18.9937,134.14102,300
-18.99435,134.14089,299.6
-18.99498,134.14073,298.5
-18.99504,134.14071,298.6
-18.99561,134.14055,299.8
-18.99624,134.14034,301.3
-18.99692,134.14009,301.8
-19.0046,134.13675,301.9
-19.0052,134.13653,300.8
-19.00581,134.13635,300.4
-19.00641,134.13622,300.5
-19.00705,134.13614,298.8
-19.00766,134.1361,296.8
-19.00828,134.1361,297.6
-19.00887,134.13614,296.3
-19.01491,134.13707,295.5
-19.01539,134.13716,295.4
-19.01572,134.13724,295.3
-19.01647,134.13744,296.5
-19.01715,134.13768,296.7
-19.01783,134.13796,296.3
-19.01849,134.13828,296.3
-19.02348,134.1411,294.3
-19.02422,134.14146,295.1
-19.02507,134.14196,295
-19.02594,134.14241,295.9
-19.03597,134.14797,304.7
-19.03684,134.14844,305
-19.04132,134.1507,308.3
-19.04148,134.15079,308.6
-19.0457,134.15293,306
-19.04643,134.15328,310.7
-19.04731,134.15363,309.6
-19.05131,134.15506,309
-19.05191,134.15531,307.4
-19.06288,134.16045,317
-19.06304,134.16053,317.6
-19.06465,134.16128,314.8
-19.0647,134.16131,314.7
-19.07056,134.16406,316.2
-19.07111,134.16438,318.1
-19.07165,134.16474,319.3
-19.07214,134.16511,319.4
-19.07262,134.16552,319.2
-19.07304,134.16595,318.9
-19.07344,134.16643,321
-19.07437,134.16777,325.8
-19.07487,134.16838,324.3
-19.0751,134.16864,325.6
-19.07532,134.16887,328
-19.07579,134.16929,332.4
-19.07626,134.16965,334.1
-19.07676,134.17,335.7
-19.0773,134.17034,336.6
-19.07788,134.17062,335.4
-19.07859,134.17092,338.6
-19.07902,134.17106,344
-19.08302,134.17219,333.6
-19.08319,134.17225,333.4
-19.08391,134.17253,331.6
-19.08483,134.17301,330.3
-19.085,134.17309,329.9
-19.08501,134.1731,329.9
-19.08606,134.1736,332.3
-19.08648,134.17379,330.3
-19.08742,134.17418,329.9
-19.08869,134.17465,330.2
-19.08971,134.17496,326.2
-19.09073,134.17524,323
-19.09155,134.17542,322.5
-19.0923,134.17557,325.7
-19.09309,134.1757,327.9
-19.09313,134.17571,328
-19.09472,134.17589,321.6
-19.0955,134.17594,319.5
-19.09634,134.17597,319.2
-19.09719,134.17597,318.8
-19.09802,134.17595,318.2
-19.09886,134.1759,318.5
-19.0997,134.17582,318.6
-19.10052,134.17572,321.1
-19.10129,134.17559,324.1
-19.10134,134.17559,324.1
-19.10216,134.17543,322.4
-19.10295,134.17525,320.1
-19.10356,134.17509,320.1
-19.10449,134.17482,320.6
-19.11028,134.17302,312.4
-19.11212,134.17242,310.4
-19.11966,134.16976,304.5
-19.12014,134.16958,303.7
-19.12184,134.16906,305.3
-19.12267,134.16883,303.7
-19.12312,134.16873,305.4
-19.12329,134.16868,306.2
-19.12441,134.16844,303.2
-19.12522,134.16829,300.1
-19.12624,134.16813,298.1
-19.12742,134.16798,302.1
-19.12852,134.16788,301.7
-19.1297,134.16781,300.2
-19.16913,134.16633,303.6
-19.16943,134.16631,304.3
-19.16967,134.16631,304.8
-19.17701,134.16602,318.5
-19.17807,134.16601,320.8
-19.17833,134.16602,321.7
-19.17877,134.16605,321.8
-19.19858,134.16822,307.8
-19.19865,134.16822,307.8
-19.2016,134.16855,305.2
-19.20163,134.16855,305.1
-19.20664,134.1691,310.1
-19.20693,134.16914,310.3
-19.20704,134.16917,310.4
-19.20729,134.16921,310.7
-19.20766,134.1693,311.6
-19.21204,134.17052,308.9
-19.21448,134.17126,309.8
-19.22347,134.17377,309.8
-19.22371,134.17383,310.4
-19.23345,134.17656,316.2
-19.23358,134.17659,316.3
-19.24111,134.1787,325.4
-19.24248,134.17907,326.2
-19.24534,134.17988,329.9
-19.24544,134.1799,329.9
-19.25267,134.18195,324
-19.25329,134.18211,324.3
-19.25376,134.18221,322.2
-19.25434,134.18229,319.8
-19.25623,134.18242,319.1
-19.25654,134.18245,318.4
-19.25748,134.1825,317
-19.25911,134.18262,315.9
-19.25916,134.18262,316
-19.26939,134.18329,304.5
-19.271,134.18341,301.9
-19.2728,134.18352,302.3
-19.27294,134.18354,302.4
-19.27326,134.18355,302.7
-19.27349,134.18357,302.1
-19.27373,134.18358,301.1
-19.29958,134.18535,300.3
-19.30011,134.1854,300.5
-19.30097,134.1855,299.7
-19.30596,134.18625,301.8
-19.3063,134.18629,301.4
-19.33254,134.19015,300.9
-19.37225,134.19664,311.4
-19.41273,134.20338,328.8
-19.41349,134.20353,328.6
-19.41477,134.20372,328.3
-19.4148,134.20372,328.3
-19.41495,134.20375,328.4
-19.4334,134.20687,327.4
-19.43427,134.20704,326.9
-19.44027,134.20802,328.6
-19.44031,134.20802,328.7
-19.46947,134.21288,335.5
-19.51335,134.2198,353.3
-19.51793,134.22056,353.1
-19.55042,134.22614,345.3
-19.55077,134.22619,344.7
-19.55108,134.22622,344.4
-19.55137,134.22624,344.2
-19.55228,134.22627,343.6
-19.55262,134.22627,343.5
-19.55349,134.22622,343.1
-19.55383,134.22619,342.3
-19.55419,134.22614,341.4
-19.55484,134.22603,342
-19.55575,134.2258,341.1
-19.55621,134.22565,341.5
-19.55678,134.22543,341.5
-19.55717,134.22527,341.3
-19.55758,134.22508,341
-19.55797,134.22488,340.6
-19.55824,134.22473,340.7
-19.55908,134.22421,340.2
-19.55973,134.22375,340.7
-19.56018,134.22338,340
-19.56048,134.2231,340.1
-19.56103,134.22256,339.7
-19.56138,134.22219,339.8
-19.56456,134.21835,342.5
-19.56476,134.21813,342.6
-19.5652,134.21768,343.5
-19.56532,134.21757,343.8
-19.56533,134.21755,343.9
-19.56656,134.21646,343.6
-19.56914,134.21423,348.1
-19.57107,134.21251,347.6
-19.57139,134.2122,349.1
-19.57177,134.2118,350.9
-19.57179,134.21177,351
-19.57207,134.21146,352
-19.57236,134.21112,352.2
-19.57262,134.2108,351.9
-19.57313,134.21011,353.2
-19.5734,134.20973,354.1
-19.57364,134.20936,354.6
-19.57403,134.20872,354.6
-19.5757,134.20543,356.2
-19.5759,134.20507,356.8
-19.57638,134.20429,356.9
-19.57695,134.20346,356.7
-19.57731,134.20299,355.8
-19.57781,134.20238,355.3
-19.57807,134.20209,356.2
-19.57833,134.20182,357.4
-19.57854,134.20159,357.8
-19.57899,134.20115,357.2
-19.57975,134.20048,355.6
-19.58041,134.19997,357.5
-19.5811,134.19947,359.9
-19.58179,134.19903,359
-19.58209,134.19886,359.3
-19.5831,134.19833,360.7
-19.58381,134.19801,361.4
-19.58461,134.1977,361.8
-19.5854,134.19744,361.2
-19.5862,134.19723,361.3
-19.58669,134.19712,361.9
-19.58711,134.19704,362.6
-19.58796,134.19692,363.3
-19.58842,134.19687,363.6
-19.58894,134.19683,364.1
-19.58988,134.1968,365.8
-19.59031,134.19681,366
-19.59323,134.197,368.2
-19.59397,134.19701,368
-19.59494,134.19699,365.6
-19.59586,134.19693,368.4
-19.59646,134.19688,369.9
-19.60344,134.19611,374.8
-19.60389,134.19605,374.2
-19.60417,134.19602,373.8
-19.60488,134.19592,373.1
-19.60491,134.19591,373.1
-19.60623,134.1957,377.3
-19.60791,134.19539,393.8
-19.60861,134.19524,395.7
-19.60967,134.19496,388.4
-19.60991,134.19489,387
-19.61029,134.1948,385.2
-19.61413,134.19376,380.6
-19.61508,134.19352,381.9
-19.61649,134.1932,384.4
-19.61875,134.19282,388.3
-19.61934,134.19274,387.8
-19.62115,134.19254,383
-19.6221,134.19247,383.6
-19.62377,134.19238,380.2
-19.6253,134.19237,377.8
-19.62681,134.19238,376.7
-19.62827,134.19241,375.8
-19.63078,134.19242,371.8
-19.63237,134.19237,370.6
-19.63251,134.19237,370.1
-19.63339,134.19233,368.5
-19.63467,134.19224,369.6
-19.63689,134.192,368.5
-19.63811,134.19189,369.5
-19.63844,134.19187,369.4
-19.63853,134.19189,369.4
-19.63881,134.19189,369.2
-19.63903,134.19188,369.1
-19.64107,134.19165,368
-19.64415,134.19138,366.7
-19.64464,134.1913,366.9
-19.64503,134.19125,367
-19.64589,134.19097,367.8
-19.64598,134.19095,367.7
-19.64778,134.19039,368
-19.64796,134.1905,367.5
-19.648,134.19057,367.3
-19.64808,134.19088,366.6
-19.65007,134.19023,365.6
-19.65007,134.19022,365.7
-19.64992,134.18969,366.7
-19.64988,134.18958,366.9
-19.64809,134.19018,367.9
-19.64595,134.19086,367.8
-19.64598,134.19095,367.7
-19.64626,134.19206,366.5
-19.64824,134.19144,366.8
-19.6522,134.19015,363.3
-19.6519,134.18906,363.8
-19.65524,134.18799,362.5
-19.65546,134.18793,362.5
-19.65734,134.1873,360.5
-19.65735,134.18729,360.5
-19.6574,134.18728,360.4
-19.65762,134.1872,360.3
-19.65764,134.18718,360.3
-19.65771,134.18713,360.3
-19.65914,134.18669,358.1
-19.66108,134.18614,358
-19.6615,134.18604,358
-19.66186,134.18593,357.3
-19.6619,134.18591,357.1
-19.66273,134.18566,356.3
-19.66402,134.18525,356.6
-19.66531,134.18482,356.1
-19.66645,134.18447,356.1
-19.68198,134.17947,352.1
-19.68202,134.17946,352.1
-19.68957,134.17703,348.8
-19.68994,134.17692,348.1
-19.69032,134.17682,347.9
-19.69043,134.17681,347.9
-19.69086,134.17674,347.9
-19.69113,134.17671,348.3
-19.69168,134.17667,349
-19.69216,134.17665,349
-19.69258,134.17667,348.9
-19.69298,134.17671,348.4
-19.69349,134.1768,347.9
-19.6935,134.1768,347.9
-19.69389,134.17689,347.7
-19.6943,134.177,347.8
-19.69496,134.17724,348
-19.72848,134.19093,346.3
-19.72899,134.19111,346.5
-19.72922,134.19118,346.4
-19.73007,134.19139,345.9
-19.73037,134.19144,345.2
-19.73052,134.19147,344.9
-19.73073,134.1915,344.4
-19.73125,134.19156,345
-19.7345,134.19187,344.9
-19.73458,134.19187,345
-19.73576,134.19199,346.3
-19.7358,134.19199,346.4
-19.74876,134.19323,336.4
-19.74891,134.19325,336.6
-19.74928,134.19328,337
-19.75016,134.19333,336.2
-19.75214,134.19333,335.9
-19.75263,134.19335,335.1
-19.76148,134.19419,328.7
-19.76255,134.19428,330
-19.95797,134.21308,346.7
-19.96534,134.21386,348.5
-19.96536,134.21386,348.5
-19.96599,134.21395,348.4
-19.9663,134.21402,348.3
-19.96664,134.21411,348
-19.96716,134.21431,348.1
-19.96805,134.21467,347.3
-19.96849,134.21472,347.2
-19.96868,134.21478,347.6
-19.96914,134.21487,348.6
-20.01249,134.21906,355.4
-20.01284,134.21907,355.6
-20.0133,134.21906,356
-20.01359,134.21904,356.3
-20.01365,134.21904,356.4
-20.01395,134.219,356.7
-20.01432,134.21893,356.9
-20.01463,134.21886,356.8
-20.01513,134.21871,356.4
-20.01532,134.21864,356.3
-20.01572,134.21847,356.6
-20.03513,134.209,362.8
-20.03531,134.20892,362.8
-20.03813,134.20753,362.8
-20.03937,134.20699,364.5
-20.04046,134.20656,364.1
-20.04175,134.20612,364.9
-20.04276,134.20584,366.3
-20.04418,134.20551,367
-20.04519,134.20532,366.1
-20.04608,134.20518,364.9
-20.04726,134.20506,364.4
-20.0486,134.20498,367.3
-20.05031,134.20499,366.4
-20.05174,134.20507,367.1
-20.05305,134.20523,366.3
-20.05365,134.20532,366.2
-20.05418,134.20541,366.5
-20.05486,134.20554,366.9
-20.0555,134.20569,366.5
-20.05617,134.20586,366
-20.06459,134.2083,369.5
-20.06483,134.20841,369.7
-20.06523,134.20856,369.8
-20.08898,134.21543,375.1
-20.08922,134.21549,375.5
-20.10599,134.22034,379.3
-20.10665,134.22051,380.4
-20.10697,134.22058,380.2
-20.10773,134.22072,379.7
-20.10832,134.22079,379
-20.10918,134.22085,380
-20.12015,134.22091,382.2
-20.12032,134.22092,382.5
-20.12446,134.22093,379.8
-20.12476,134.22094,378.8
-20.12736,134.22095,382.5
-20.1276,134.22096,382.5
-20.13029,134.22097,383.2
-20.13155,134.22096,383.7
-20.13222,134.22092,383.4
-20.13278,134.22087,383.4
-20.13358,134.22086,383.7
-20.14087,134.22089,387
-20.1412,134.2209,386.9
-20.1454,134.22091,387.3
-20.14583,134.22092,386.8
-20.14771,134.22092,386.6
-20.14795,134.22093,387.4
-20.14927,134.22093,388.8
-20.14975,134.22094,388.7
-20.19811,134.22116,376.3
-20.19943,134.22119,375.4
-20.2014,134.22119,375.4
-20.21471,134.22143,370.7
-20.22286,134.22145,370.3
-20.22459,134.22147,369
-20.22606,134.22147,368.8
-20.22701,134.2215,367.7
-20.22859,134.22167,366.4
-20.23419,134.22237,366.1
-20.23875,134.22308,366.2
-20.24276,134.22365,365.2
-20.28317,134.22871,355.6
-20.28388,134.22879,355.2
-20.28477,134.22891,355.2
-20.28695,134.22912,355.3
-20.29231,134.2295,354
-20.29463,134.22969,354.5
-20.30804,134.23131,354.1
-20.30806,134.23132,354.1
-20.32288,134.23312,355.1
-20.32459,134.23337,355.4
-20.3271,134.23378,355.6
-20.33033,134.23422,355.1
-20.33048,134.23423,355.2
-20.34348,134.23583,358
-20.34361,134.23584,358
-20.34611,134.23617,357
-20.34693,134.23631,357.9
-20.34736,134.23637,358
-20.34778,134.23644,357.6
-20.3493,134.23666,357.8
-20.35848,134.23779,358.1
-20.35859,134.2378,358.2
-20.40555,134.24353,356.1
-20.40566,134.24355,356
-20.40622,134.24361,357.1
-20.40695,134.24371,358.5
-20.40854,134.24389,358.4
-20.40975,134.24405,358.3
-20.42821,134.2463,361.6
-20.43596,134.24749,362
-20.4364,134.24755,362.1
-20.43721,134.24768,363.3
-20.43844,134.24784,361.9
-20.4387,134.24789,362.2
-20.43889,134.24792,362.3
