latitude,longitude,altitude
-24.74303,133.18473,416.9
-24.74323,133.18491,416.3
-24.74349,133.18516,416.3
-24.74392,133.18561,416.4
-24.74443,133.18608,415.4
-24.74499,133.18651,412.8
-24.74519,133.18664,412.8
-24.74561,133.18688,414.1
-24.74598,133.18706,414.1
-24.74631,133.1872,414.1
-24.74674,133.18734,414.4
-24.74731,133.18748,415.6
-24.7477,133.18754,416.1
-24.74825,133.18759,416.6
-24.74878,133.18758,415.8
-24.74926,133.18753,415.4
-24.74971,133.18745,416.9
-24.75022,133.18732,417.3
-24.75072,133.18715,415.9
-24.75133,133.18688,416.6
-24.75167,133.1867,417.1
-24.75219,133.18638,416.2
-24.75277,133.18596,416
-24.75279,133.18594,416
-24.75463,133.18438,416.7
-24.75534,133.18376,416.4
-24.75578,133.1834,416.9
-24.75615,133.18313,416
-24.75642,133.18295,415.7
-24.75672,133.18278,416.1
-24.75706,133.1826,417.2
-24.75766,133.18235,417.6
-24.7582,133.18219,416.8
-24.75908,133.182,416
-24.76474,133.18086,412.3
-24.7649,133.18082,412.1
-24.77224,133.17934,414.2
-24.77315,133.17919,412.5
-24.7743,133.17905,413.9
-24.77532,133.17896,413.9
-24.77622,133.17892,413.4
-24.77722,133.17892,413.2
-24.77814,133.17895,413
-24.77906,133.17901,413.8
-24.78,133.17911,414
-24.78073,133.17921,413.1
-24.80033,133.18276,418.6
-24.80097,133.18289,420.6
-24.80138,133.183,422.5
-24.80172,133.1831,424
-24.80273,133.18349,422.5
-24.80318,133.1837,422.3
-24.80624,133.18542,426.7
-24.8071,133.18582,427
-24.80752,133.18598,427.2
-24.80846,133.18626,429.2
-24.80892,133.18636,429.7
-24.82226,133.18836,422.9
-24.82286,133.18847,422.3
-24.8234,133.1886,422.2
-24.82396,133.18876,421
-24.82398,133.18876,421
-24.82468,133.18901,421.8
-24.8257,133.18944,423.6
-24.82893,133.19093,424.8
-24.82957,133.1912,422.3
-24.83002,133.19137,422
-24.8305,133.19153,423.1
-24.83093,133.19165,423.7
-24.83142,133.19177,422.6
-24.83198,133.19189,422
-24.83268,133.192,422.2
-24.83292,133.19203,422.5
-24.84373,133.19267,428.4
-24.84452,133.19275,429.2
-24.84497,133.19281,428.8
-24.84526,133.19286,429.4
-24.84626,133.193,429.7
-24.85007,133.1936,424.6
-24.85257,133.19397,424.7
-24.85421,133.19414,421.8
-24.85456,133.19414,419.8
-24.85563,133.19417,418.5
-24.86926,133.19397,421.4
-24.87017,133.19394,420.4
-24.87771,133.19385,421.6
-24.8791,133.19385,421.7
-24.88007,133.19389,422.4
-24.88053,133.19392,423.2
-24.88128,133.19399,424
-24.8823,133.19413,422.6
-24.884,133.19433,422.1
-24.88419,133.19436,421.9
-24.88877,133.19496,429
-24.88937,133.19503,428.5
-24.88939,133.19503,428.4
-24.88972,133.19507,427.6
-24.89345,133.19545,424.8
-24.89474,133.1956,426.2
-24.9176,133.198,420.3
-24.91873,133.1981,417.8
-24.91942,133.19813,416.7
-24.92065,133.19813,414.8
-24.92153,133.1981,413.3
-24.92207,133.19807,413.2
-24.92371,133.19787,413
-24.92451,133.19775,411.8
-24.92529,133.1976,410.4
-24.9253,133.1976,410.4
-24.92825,133.19686,409.4
-24.93667,133.19467,408.4
-24.93797,133.1944,406.9
-24.93837,133.19434,406.1
-24.93839,133.19433,406.1
-24.93892,133.19424,407.5
-24.93945,133.19417,408
-24.94015,133.1941,408.6
-24.94111,133.19402,410.1
-24.94264,133.19398,412
-24.9436,133.194,412.7
-24.94453,133.19406,411.9
-24.96106,133.19546,412.4
-24.9715,133.19639,415.3
-24.97155,133.19639,415.3
-24.98234,133.19736,422
-24.98252,133.19737,422.3
-24.99716,133.19874,427.1
-24.99721,133.19875,427.2
-25.01621,133.20051,434.5
-25.01627,133.20051,434.5
-25.02941,133.20172,444.7
-25.02948,133.20172,444.8
-25.03736,133.20244,452
-25.03754,133.20245,451.9
-25.03819,133.20252,451.1
-25.03969,133.20265,447.4
-25.04082,133.2027,447.2
-25.04208,133.20269,447.1
-25.0625,133.20163,441.1
-25.0629,133.2016,440.7
-25.07012,133.20122,442
-25.07051,133.20119,441.6
-25.07088,133.20115,441.3
-25.0713,133.20109,442.1
-25.07216,133.20091,443
-25.07327,133.20059,442.7
-25.07508,133.19996,445.9
-25.07626,133.19957,445
-25.08123,133.19785,452.5
-25.08216,133.19756,454.7
-25.08308,133.19735,454.4
-25.08349,133.19728,454.2
-25.08402,133.19721,454.8
-25.08447,133.19716,454.8
-25.08529,133.19713,454.8
-25.08598,133.19714,455.4
-25.08788,133.19729,452.5
-25.08867,133.19737,453.1
-25.09048,133.19752,452.8
-25.0905,133.19752,452.8
-25.10303,133.19861,464.1
-25.1039,133.19872,463.7
-25.10536,133.19896,460.9
-25.10541,133.19896,460.9
-25.10855,133.19949,470.2
-25.10856,133.19949,470.2
-25.10993,133.19969,472.5
-25.11038,133.19974,472.4
-25.11204,133.19985,471.4
-25.1136,133.19985,469.9
-25.11502,133.19976,467.7
-25.11554,133.19971,468.3
-25.11621,133.19963,469
-25.11734,133.19945,468.3
-25.11737,133.19944,468.3
-25.11791,133.19934,467.1
-25.119,133.19909,465.8
-25.1197,133.1989,464.9
-25.12063,133.19862,463.6
-25.12067,133.1986,463.5
-25.12152,133.19832,463.2
-25.13076,133.19475,455.1
-25.13186,133.19438,456.3
-25.13305,133.19403,456.4
-25.13424,133.19375,456
-25.1353,133.19354,455.9
-25.13615,133.19342,454.6
-25.13673,133.19335,454.1
-25.13742,133.19328,455.7
-25.13857,133.1932,455.4
-25.14015,133.19318,454.2
-25.14047,133.1932,453.8
-25.141,133.19322,452.9
-25.14111,133.19323,452.6
-25.14118,133.19323,452.4
-25.14261,133.19337,451.9
-25.1429,133.19342,451.6
-25.14376,133.19352,450.7
-25.15477,133.19504,443.4
-25.1548,133.19504,443.3
-25.15874,133.19557,435.2
-25.16023,133.19579,436.1
-25.16448,133.19637,431.9
-25.16476,133.1964,432.1
-25.16637,133.19663,431.6
-25.16864,133.19693,432.4
-25.16887,133.19697,433
-25.16905,133.19699,433.5
-25.16928,133.19703,433.6
-25.16941,133.19704,433.4
-25.17105,133.19726,429.3
-25.17172,133.19736,430.2
-25.17387,133.19764,424.4
-25.17394,133.19766,424.2
-25.17442,133.19772,424.7
-25.17598,133.19795,425.6
-25.17635,133.19799,424.8
-25.17637,133.19799,424.8
-25.1769,133.19807,423.8
-25.17865,133.1983,423.6
-25.17869,133.1983,423.5
-25.17953,133.19843,422.6
-25.18056,133.19856,422.3
-25.19122,133.20003,420.1
-25.19195,133.20015,419.3
-25.19327,133.2004,419.1
-25.19424,133.20062,419.3
-25.19435,133.20064,419.4
-25.19508,133.20083,420
-25.19894,133.20196,420.9
-25.19986,133.2022,420.5
-25.20205,133.20284,422.3
-25.20232,133.20291,422.1
-25.20313,133.20314,421.6
-25.20319,133.20316,421.7
-25.20565,133.20386,418.6
-25.20668,133.20411,418.1
-25.20685,133.20416,418
-25.20687,133.20416,418
-25.20885,133.20456,419.4
-25.21004,133.20475,421
-25.21161,133.20494,422.9
-25.21165,133.20494,423
-25.21223,133.205,422.3
-25.21309,133.20505,419.1
-25.2132,133.20506,418.6
-25.21382,133.20509,418.5
-25.21438,133.2051,418.3
-25.21597,133.2051,415.1
-25.21784,133.20503,415.2
-25.22431,133.20473,412.8
-25.22631,133.20472,410.3
-25.22869,133.2048,411.3
-25.22993,133.2049,409.3
-25.2311,133.20502,409.3
-25.23275,133.20524,408.9
-25.23343,133.20535,408.6
-25.23376,133.20539,408.8
-25.23668,133.20588,412.9
-25.23684,133.2059,412.4
-25.23688,133.20591,412.3
-25.23835,133.20613,410.1
-25.24431,133.2071,411.6
-25.24435,133.2071,411.5
-25.24894,133.20784,403.5
-25.24912,133.20786,403.5
-25.25531,133.20886,402.1
-25.25553,133.20889,402.3
-25.2598,133.20959,409.4
-25.26218,133.20996,408.1
-25.26385,133.21024,410.2
-25.2646,133.21035,410.6
-25.26478,133.21037,410.3
-25.26594,133.21054,408.7
-25.26725,133.21068,406.6
-25.26891,133.2108,403.1
-25.2705,133.21089,403.3
-25.27211,133.21091,401.6
-25.27383,133.21088,399.9
-25.27655,133.21072,399.8
-25.2795,133.21036,400.3
-25.28144,133.21002,400.7
-25.28458,133.20933,400
-25.28479,133.20927,399.9
-25.28496,133.20921,400
-25.28744,133.20849,401.9
-25.29945,133.20441,405.8
-25.29952,133.20439,405.9
-25.29962,133.20435,406.1
-25.31871,133.19785,405.2
-25.32078,133.1972,405.2
-25.322,133.19684,404.3
-25.32209,133.19681,404.2
-25.32326,133.19648,405.3
-25.32441,133.19618,406.6
-25.32572,133.19586,406.4
-25.32585,133.19582,406.1
-25.32614,133.19575,406.6
-25.32798,133.19535,408
-25.32979,133.19498,407.3
-25.33096,133.19477,405.9
-25.33266,133.1945,407.6
-25.33394,133.19432,407.9
-25.33618,133.19406,409.9
-25.33851,133.19385,410.8
-25.33958,133.19377,410.7
-25.34946,133.19315,414.8
-25.35026,133.19309,414
-25.37776,133.19137,420
-25.38057,133.19128,422.3
-25.38176,133.1913,422.4
-25.38293,133.19134,421.8
-25.3838,133.19139,422
-25.38562,133.19153,424.2
-25.38734,133.19173,423.5
-25.38836,133.19189,423.5
-25.3898,133.19214,425.1
-25.39054,133.19228,424.4
-25.39276,133.19278,425.3
-25.3939,133.19309,425.7
-25.39589,133.19369,424.1
-25.39681,133.19399,425.1
-25.39795,133.1944,425.8
-25.39936,133.19496,426.7
-25.42283,133.20458,430.4
-25.42299,133.20464,430.7
-25.4232,133.20473,431.1
-25.42613,133.20591,432.1
-25.42751,133.20642,433.7
-25.42871,133.20681,435.1
-25.42878,133.20684,435.1
-25.42985,133.20717,436
-25.4316,133.20763,436
-25.43404,133.20817,437.5
-25.43488,133.20832,438
-25.44317,133.20964,437.7
-25.44455,133.20993,438.6
-25.44579,133.21021,438.3
-25.44712,133.21056,439
-25.44776,133.21075,439.2
-25.44849,133.21099,439.8
-25.44868,133.21104,439.6
-25.46005,133.21464,443.1
-25.46022,133.2147,443.4
-25.46049,133.21478,444
-25.46167,133.21518,446
-25.47007,133.21785,449.6
-25.47024,133.21791,450.2
-25.47318,133.21884,455.9
-25.47335,133.2189,456.4
-25.47543,133.21956,459.2
-25.4756,133.21962,459.4
-25.48657,133.22313,458
-25.489,133.22382,456
-25.4916,133.22441,455.7
-25.49391,133.22482,454
-25.49608,133.22509,453.6
-25.49849,133.2253,454
-25.4999,133.22535,452.8
-25.50018,133.22535,452.4
-25.50127,133.22538,452.3
-25.50342,133.22533,450
-25.50615,133.22515,449.4
-25.50864,133.22483,448.9
-25.51153,133.22431,448.8
-25.51417,133.22368,448.4
-25.556,133.21218,453.6
-25.55613,133.21214,454
-25.56128,133.21072,456.1
-25.5625,133.21042,456
-25.56324,133.21025,456.9
-25.56443,133.21,458.4
-25.56519,133.20986,457.4
-25.56652,133.20964,458
-25.56805,133.20944,458.2
-25.56981,133.20926,459
-25.57123,133.20917,460
-25.57264,133.20912,459.4
-25.57282,133.20912,459.8
-25.57346,133.2091,461.1
-25.57524,133.20912,461
-25.57672,133.20918,459.1
-25.58744,133.21004,465.7
-25.58847,133.21011,465.3
-25.60068,133.21109,471
-25.60077,133.21109,471.2
-25.60082,133.21108,471.4
-25.60085,133.21107,471.4
-25.60093,133.21103,471.6
-25.60097,133.21102,471.6
-25.60101,133.21102,471.6
-25.60529,133.21137,473.4
-25.60591,133.21141,473.1
-25.62018,133.21256,481
-25.62052,133.21258,481.1
-25.62674,133.2131,483
-25.62868,133.21335,484
-25.63085,133.21373,485.6
-25.63207,133.21398,487.1
-25.63355,133.21433,486.1
-25.63589,133.21498,489
-25.6364,133.21515,488.8
-25.63655,133.21519,488.8
-25.63763,133.21556,488.1
-25.63959,133.21628,488.2
-25.64005,133.21648,488
-25.64058,133.21669,488
-25.64155,133.2171,488.1
-25.6418,133.21722,488
-25.64204,133.21732,488
-25.6427,133.21762,487.9
-25.6445,133.21852,486.9
-25.64544,133.21902,487.1
-25.64624,133.21947,487.5
-25.64725,133.22006,486.6
-25.64831,133.22072,486.8
-25.64929,133.22135,486.5
-25.6498,133.22166,486.8
-25.65034,133.22202,486.1
-25.65192,133.22303,487.8
-25.65208,133.22312,487.6
-25.65605,133.22564,488.6
-25.65617,133.22571,488.8
-25.65624,133.22576,489
-25.66186,133.22933,490.8
-25.66188,133.22934,490.8
-25.66219,133.22953,490.6
-25.6646,133.23107,490.6
-25.66587,133.23186,490.1
-25.66594,133.23191,490.2
-25.68894,133.24645,492.7
-25.68979,133.24697,493
-25.70477,133.25644,497.4
-25.70523,133.25674,497.3
-25.70673,133.25767,499.7
-25.70692,133.2578,499.1
-25.71171,133.26083,497
-25.71232,133.2612,496.1
-25.71273,133.26147,495.8
-25.71918,133.26556,495
-25.7194,133.26569,495
-25.73572,133.27601,499.9
-25.73581,133.27606,500
-25.73609,133.27624,500.3
-25.73613,133.27626,500.4
-25.74098,133.27932,508.5
-25.74113,133.27942,508.8
-25.74267,133.28039,509.4
-25.74269,133.28041,509.3
-25.74503,133.2819,505
-25.74519,133.28199,505.1
-25.74923,133.28455,504.5
-25.75117,133.28571,505
-25.75132,133.28578,505
-25.75356,133.28699,507.4
-25.75498,133.28768,507.2
-25.7562,133.28823,507.9
-25.75745,133.28876,509
-25.7593,133.28946,511.1
-25.76065,133.28992,511.1
-25.7616,133.29022,511.9
-25.76253,133.29049,513
-25.76412,133.29092,513.9
-25.76414,133.29092,513.9
-25.76508,133.29114,514.6
-25.76691,133.29153,514.4
-25.76733,133.29161,514.8
-25.76754,133.29164,515
-25.76787,133.2917,514.6
-25.7682,133.29175,514.2
-25.76841,133.29179,514.2
-25.77018,133.29203,516.4
-25.78507,133.29357,527.4
-25.78563,133.29362,528.6
-25.78772,133.29384,530.3
-25.78867,133.29391,531.8
-25.78952,133.29394,533.2
-25.79011,133.29401,533.3
-25.79038,133.294,533.2
-25.7907,133.294,533.1
-25.79187,133.29394,534.3
-25.79298,133.29383,533.4
-25.7941,133.29367,533.4
-25.795,133.2935,533
-25.7957,133.29334,533.8
-25.79676,133.29307,535.9
-25.79735,133.29289,535.6
-25.7974,133.29287,535.6
-25.79792,133.2927,534.9
-25.79881,133.29239,533.5
-25.79972,133.29202,532.3
-25.79982,133.29197,532.2
-25.80079,133.29153,530.4
-25.80245,133.29075,532.1
-25.80315,133.29045,531.3
-25.80392,133.29015,531
-25.80536,133.28965,530.9
-25.806,133.28946,529.8
-25.80685,133.28924,527.3
-25.80748,133.2891,527.9
-25.80823,133.28895,528.4
-25.80899,133.28882,527.7
-25.80985,133.28871,527
-25.81105,133.2886,526.6
-25.8117,133.28857,526.2
-25.81246,133.28855,525.1
-25.81299,133.28855,524.8
-25.81431,133.28861,524.3
-25.81518,133.28868,524.3
-25.81625,133.28882,523.9
-25.81691,133.28893,523.3
-25.81807,133.28916,522
-25.81902,133.2894,521.1
-25.81998,133.28967,522
-25.8206,133.28988,521.4
-25.82184,133.29033,520.7
-25.82244,133.29058,519.4
-25.82326,133.29095,519.8
-25.82545,133.29199,518.2
-25.83871,133.29817,511.5
-25.83909,133.29832,511.9
-25.83946,133.29844,512
-25.83991,133.29856,512
-25.84081,133.29875,512
-25.84159,133.29886,511.1
-25.84277,133.29888,510.4
-25.84322,133.29885,510.6
-25.84365,133.2988,511.1
-25.84412,133.29873,511.9
-25.84462,133.29863,511.3
-25.84465,133.29863,511.3
-25.8454,133.29841,510.6
-25.84602,133.29819,510.7
-25.84662,133.29794,509.6
-25.84723,133.29762,509.1
-25.84768,133.29736,508.9
-25.8482,133.29702,508.9
-25.84916,133.2963,509.1
-25.85387,133.2926,504.4
-25.85389,133.29258,504.4
-25.86047,133.28744,502.5
-25.86049,133.28743,502.5
-25.86431,133.28443,503.6
-25.86446,133.28432,503.5
-25.86803,133.28154,507
-25.8689,133.2809,507.1
-25.8762,133.27579,501.6
-25.87624,133.27577,501.5
-25.87733,133.27501,502
-25.87885,133.27391,502.7
-25.87974,133.27324,501.3
-25.8806,133.27256,501.1
-25.88163,133.27171,502
-25.88171,133.27165,502
-25.88257,133.27092,502.1
-25.88348,133.27011,503.4
-25.88447,133.2692,503.6
-25.88926,133.26465,505.1
-25.89108,133.26299,506.1
-25.89211,133.26213,507.4
-25.89314,133.2613,506.7
-25.89403,133.26062,507
-25.89529,133.25972,507.7
-25.89647,133.25893,508.7
-25.8976,133.25821,508.3
-25.89873,133.25754,508
-25.90016,133.25674,509
-25.90163,133.256,511.5
-25.90291,133.25539,510
-25.9042,133.25483,511.2
-25.91171,133.25171,511.1
-25.91179,133.25168,511
-25.93005,133.24409,516.4
-25.93033,133.24398,516.9
-25.93285,133.24293,518.8
-25.93289,133.24291,518.8
-25.93933,133.24022,523.2
-25.94104,133.23947,523.5
-25.94283,133.23859,522.9
-25.94459,133.23765,523.9
-25.94624,133.23669,526.5
-25.94746,133.23592,527
-25.94936,133.23462,527.3
-25.95005,133.23413,529.2
-25.9514,133.2331,530.3
-25.95194,133.23267,530.7
-25.95348,133.2314,531.6
-25.95358,133.23131,531.8
-25.95377,133.23116,531.8
-25.96474,133.22209,526.5
-25.96497,133.22191,526.7
-25.9698,133.21792,526.5
-25.96984,133.21789,526.5
-25.9746,133.21395,534.9
-25.97464,133.21391,534.9
-25.98583,133.20466,534.4
-25.98747,133.20336,534.1
-25.98861,133.2025,533
-25.98948,133.2019,531.7
-25.99073,133.20107,532.6
-25.99195,133.20031,532
-25.99291,133.19975,530.4
-25.99421,133.19903,528.1
-25.99506,133.1986,529
-25.99637,133.19796,529.2
-25.9975,133.19745,527.9
-25.99826,133.19713,527
-25.99857,133.19699,527.4
-26,133.19645,527.7
-26.00114,133.19604,526.5
-26.00302,133.19545,526.7
-26.00531,133.19485,525.6
-26.00658,133.19457,524
-26.00774,133.19434,523.2
-26.00912,133.19413,523.1
-26.01211,133.19371,523.1
-26.01294,133.19356,522.4
-26.01394,133.19341,521.8
-26.01492,133.19329,522
-26.01899,133.19273,519.3
-26.01916,133.1927,519
-26.01934,133.19268,519
-26.02311,133.19215,523
-26.02715,133.19162,522.5
-26.0272,133.19162,522.6
-26.02789,133.19154,522.4
-26.03055,133.19127,521
-26.03399,133.19105,521.2
-26.03625,133.19097,518.4
-26.0372,133.19095,518.5
-26.03947,133.19094,517.6
-26.04018,133.19095,517
-26.04033,133.19096,517
-26.04303,133.19103,516.8
-26.04374,133.19108,515.5
-26.0444,133.19111,514.5
-26.04697,133.19129,514.5
-26.04701,133.1913,514.6
-26.04919,133.19151,515.8
-26.05047,133.19165,516.4
-26.05112,133.19174,515.7
-26.05115,133.19174,515.6
-26.05238,133.19191,514.1
-26.05246,133.19193,514
-26.05316,133.19202,514.5
-26.06125,133.19333,510.5
-26.0618,133.19341,510.9
-26.0637,133.19379,510.8
-26.06415,133.19385,510.6
-26.06636,133.19422,508.4
-26.06659,133.19425,508.2
-26.06768,133.19442,509
-26.06783,133.19445,509
-26.08022,133.19646,508.3
-26.08078,133.19654,507.9
-26.08542,133.1973,506.3
-26.08591,133.19737,505.8
-26.08634,133.19745,505.4
-26.09251,133.19844,506
-26.09254,133.19845,505.9
-26.09269,133.19847,505.7
-26.09854,133.19942,503.4
-26.1018,133.19983,503
-26.10407,133.20006,501.9
-26.10482,133.20011,500.3
-26.10512,133.20014,500
-26.10577,133.20019,500.7
-26.10793,133.20031,500.3
-26.11007,133.20039,500.8
-26.11152,133.20042,499.8
-26.11414,133.20041,498.1
-26.11557,133.20038,497.8
-26.11825,133.20026,496.7
-26.11831,133.20026,496.7
-26.12016,133.20014,496.6
-26.12212,133.19996,495
-26.1249,133.19965,495.2
-26.17569,133.1935,477.8
-26.17667,133.19337,476
-26.1788,133.19312,477.1
-26.18036,133.19288,476.8
-26.22203,133.18784,465.5
-26.22324,133.18773,464
-26.22496,133.18755,464.9
-26.22795,133.18732,461.5
-26.24279,133.18639,464.9
-26.24287,133.18638,464.6
-26.24689,133.18617,464.2
-26.24711,133.18615,464.3
-26.24939,133.18604,461.8
-26.25197,133.18598,458
-26.25308,133.18597,457.5
-26.25553,133.18603,456.4
-26.25624,133.18608,455.9
-26.25677,133.1861,455
-26.25842,133.1862,454
-26.26057,133.18638,453.1
-26.2622,133.18654,454.2
-26.26252,133.18658,453.9
-26.26455,133.18679,453
-26.26478,133.18682,452.5
-26.27222,133.18761,454.3
-26.27236,133.18762,454.3
-26.27609,133.18801,460
-26.27612,133.18801,460
-26.27718,133.18813,460.9
-26.28004,133.18841,458
-26.28099,133.18853,457.3
-26.28245,133.18867,453.2
-26.28345,133.18879,451.6
-26.28704,133.18914,453
-26.28997,133.18947,449.4
-26.29196,133.18966,450.4
-26.299,133.19041,447.4
-26.3003,133.19053,447.7
-26.30166,133.19068,446.2
-26.3026,133.19077,447.1
-26.30418,133.19096,445
-26.30536,133.19107,444.8
-26.31046,133.1916,442.1
-26.31048,133.1916,442.1
-26.31418,133.19198,441.6
-26.31424,133.19199,441.6
-26.31908,133.19249,440
-26.32049,133.19268,437.4
-26.32215,133.19295,437.7
-26.32362,133.19324,437.2
-26.3253,133.19363,436.8
-26.32533,133.19364,436.8
-26.32685,133.19404,436.2
-26.32812,133.19443,437
-26.3283,133.19448,436.9
-26.3284,133.19452,436.9
-26.3298,133.19498,439.8
-26.3307,133.19532,441.3
-26.33167,133.19567,438.8
-26.33338,133.19639,436.7
-26.33464,133.19697,437.2
-26.33619,133.19774,436.1
-26.33767,133.19852,437.2
-26.33896,133.19926,436.2
-26.33905,133.1993,436.1
-26.33944,133.19953,436.5
-26.34621,133.20336,433.1
-26.34665,133.20362,433.7
-26.34744,133.20411,434.9
-26.34772,133.20427,435.3
-26.3486,133.20485,436.5
-26.34978,133.20567,435.1
-26.3509,133.2065,433.8
-26.35195,133.20734,434.6
-26.35316,133.20835,432.2
-26.35427,133.20935,433.3
-26.35534,133.21038,432.9
-26.35547,133.21052,432.5
-26.35601,133.21105,431.1
-26.35615,133.21118,431.3
-26.36021,133.21514,433.3
-26.36035,133.21527,433.9
-26.36664,133.22142,433.4
-26.36746,133.22219,433.4
-26.3688,133.22341,433.6
-26.37001,133.22443,433.7
-26.37098,133.22522,432.6
-26.37213,133.2261,432.9
-26.37274,133.22655,433.4
-26.37383,133.22731,432.9
-26.37552,133.22841,429.3
-26.37562,133.22847,429.6
-26.37567,133.22851,429.7
-26.37748,133.2296,429
-26.37897,133.23042,431.3
-26.38043,133.23115,429.9
-26.38172,133.23176,430
-26.38329,133.23245,431
-26.38508,133.23315,429.8
-26.38653,133.23367,430.3
-26.43674,133.25111,415.5
-26.43678,133.25112,415.6
-26.4416,133.25277,414.1
-26.44229,133.25302,413.7
-26.45067,133.25591,413.6
-26.45244,133.25644,415.9
-26.45369,133.25678,416.9
-26.45523,133.25715,416.1
-26.45596,133.25731,417.8
-26.45616,133.25736,418
-26.45782,133.25769,417.4
-26.45993,133.25803,417.3
-26.46196,133.25829,418.1
-26.46388,133.25848,418.7
-26.46453,133.25852,419.8
-26.46465,133.25852,420
-26.46474,133.25853,420.2
-26.46617,133.25859,419.3
-26.4667,133.25859,418
-26.46764,133.25861,416.3
-26.4709,133.25856,409.8
-26.47109,133.25854,410.1
-26.47163,133.25851,410.9
-26.47183,133.25849,411.4
-26.54286,133.25358,427
-26.5451,133.25339,425.3
-26.54849,133.25304,424.5
-26.55139,133.25269,421.4
-26.55516,133.25213,424.4
-26.56351,133.25077,424
-26.56404,133.2507,424
-26.56467,133.2506,423.8
-26.56561,133.25048,424.7
-26.5672,133.25031,426.4
-26.56836,133.25022,425.5
-26.5691,133.25018,425.2
-26.56932,133.25016,425.4
-26.57099,133.25009,424.8
-26.57322,133.25008,424.9
-26.57471,133.25012,423.9
-26.57608,133.25019,421.6
-26.57691,133.25026,420.8
-26.57723,133.25028,420.9
-26.57872,133.25043,421.8
-26.57956,133.25053,421
-26.58144,133.2508,419.3
-26.58249,133.25098,420
-26.58368,133.25121,419.5
-26.58385,133.25125,419.5
-26.58435,133.25135,419.7
-26.5858,133.25167,419
-26.58777,133.25219,418.7
-26.589,133.25255,420.3
-26.59053,133.25304,420
-26.59154,133.25338,420.8
-26.59254,133.25374,420
-26.59433,133.25445,421.1
-26.59592,133.25513,420.8
-26.59779,133.256,421.2
-26.59902,133.25663,421.2
-26.6003,133.25731,420.8
-26.60113,133.25777,419.4
-26.60344,133.25914,417.9
-26.60452,133.25984,417
-26.60512,133.26026,417
-26.61705,133.26819,409.5
-26.61796,133.26881,409.2
-26.61889,133.26941,409
-26.61941,133.26976,409
-26.62049,133.27044,408.5
-26.62251,133.27163,408.1
-26.6247,133.2728,409.9
-26.62601,133.27344,410.6
-26.62684,133.27383,409.7
-26.62748,133.27411,410.9
-26.62798,133.27434,409.7
-26.62849,133.27455,409.2
-26.62853,133.27456,409.2
-26.63001,133.27518,409.5
-26.63039,133.27533,408.2
-26.63073,133.27544,407.2
-26.63217,133.27598,404.8
-26.66761,133.28735,401.1
-26.67018,133.28822,401.1
-26.67326,133.28938,399.4
-26.67415,133.28976,398.3
-26.67455,133.28992,398.6
-26.67572,133.29042,398.9
-26.67789,133.29141,399.1
-26.67933,133.2921,400.3
-26.67993,133.29241,399.2
-26.68042,133.29265,399.5
-26.68068,133.2928,399.8
-26.68107,133.29299,399.7
-26.69283,133.29935,397.8
-26.69609,133.301,397.6
-26.69949,133.3026,397.7
-26.70205,133.30374,398.2
-26.70448,133.30476,398.7
-26.71138,133.30736,398.1
-26.71744,133.30969,398
-26.73624,133.31678,397.9
-26.73974,133.31798,396.3
-26.74316,133.31909,395.8
-26.74723,133.3203,396.2
-26.74906,133.3208,396
-26.75304,133.32183,396.6
-26.75696,133.32274,395.8
-26.76124,133.32362,395
-26.76354,133.32403,393.6
-26.76792,133.32473,392.5
-26.77048,133.32508,391.9
-26.77433,133.32554,391.7
-26.79724,133.32785,392
-26.79871,133.32798,391.3
-26.79978,133.32809,391
-26.80106,133.3282,392.4
-26.81982,133.33007,391
-26.81988,133.33008,391
-26.82716,133.33083,400.6
-26.8272,133.33084,400.7
-26.82751,133.33089,401.1
-26.82763,133.33092,400.9
-26.82815,133.33101,400.3
-26.82822,133.33103,400.2
-26.82853,133.33109,399.4
-26.82956,133.33135,397.9
-26.83036,133.3316,397.5
-26.83121,133.33191,397.4
-26.83185,133.33218,397.8
-26.83188,133.33219,397.7
-26.83306,133.33277,397.7
-26.83406,133.33333,398
-26.83478,133.33379,398.3
-26.8352,133.33408,398
-26.83522,133.33409,398
-26.83621,133.33484,399.9
-26.83719,133.33568,403.7
-26.83752,133.33601,405.4
-26.83802,133.33648,405.9
-26.83889,133.33743,409.4
-26.83969,133.33841,411.7
-26.84037,133.33935,414.3
-26.84084,133.34007,417.9
-26.84175,133.34164,418.1
-26.84205,133.34222,417.1
-26.8422,133.34249,416.7
-26.8423,133.3427,417.1
-26.84403,133.34605,417.1
-26.84404,133.34606,417.1
-26.84983,133.35724,412.6
-26.85008,133.35774,412.8
-26.8508,133.35903,412.7
-26.85089,133.35917,412.9
-26.8509,133.3592,412.9
-26.85134,133.35993,411.8
-26.85207,133.3611,412.2
-26.85322,133.36278,412.6
-26.85479,133.36485,413.3
-26.85601,133.36629,414.3
-26.85754,133.36794,413.1
-26.85834,133.36873,413.5
-26.8585,133.36886,413.1
-26.85859,133.36894,412.9
-26.85862,133.36896,412.8
-26.85902,133.36934,412.6
-26.8609,133.371,412
-26.86183,133.37177,412.2
-26.86243,133.37217,412.4
-26.86327,133.37281,412
-26.86502,133.37397,410.8
-26.8654,133.37419,411
-26.86555,133.37429,411.1
-26.8666,133.37492,410.2
-26.8686,133.37597,407.6
-26.87079,133.37695,407.3
-26.87088,133.37698,407.4
-26.87261,133.37766,406.7
